section,category,subcategory_a,subcategory_b,trans_ab,trans_ab_pm,avg_qty_a_when_pair,avg_qty_b_when_pair
MILK & DIAPERS,3432 - PANTS DIAPERS,3432B - PANTS DIAPERS SIZE-S 24-38S,3432J - PANTS DIAPERS SIZE-XXL 24-30S,13,4.3333333333333333,1.2307692307692308,1.2307692307692308
MILK & DIAPERS,3432 - PANTS DIAPERS,3432B - PANTS DIAPERS SIZE-S 24-38S,3432K - PANTS DIAPERS 5-10S,2,0.66666666666666666667,1.00000000000000000000,1.00000000000000000000
MILK & DIAPERS,3432 - PANTS DIAPERS,3432B - PANTS DIAPERS SIZE-S 24-38S,3432L - PANTS DIAPERS 36-70S,11,3.6666666666666667,1.00000000000000000000,1.1818181818181818
MILK & DIAPERS,3432 - PANTS DIAPERS,3432C - PANTS DIAPERS SIZE-M 18-22S,3432D - PANTS DIAPERS SIZE-M 24-38S,3,1.00000000000000000000,1.00000000000000000000,1.3333333333333333
MILK & DIAPERS,3432 - PANTS DIAPERS,3432C - PANTS DIAPERS SIZE-M 18-22S,3432E - PANTS DIAPERS SIZE-L 18-22S,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
MILK & DIAPERS,3432 - PANTS DIAPERS,3432C - PANTS DIAPERS SIZE-M 18-22S,3432F - PANTS DIAPERS SIZE-L 24-32S,2,0.66666666666666666667,1.00000000000000000000,1.00000000000000000000
MILK & DIAPERS,3432 - PANTS DIAPERS,3432C - PANTS DIAPERS SIZE-M 18-22S,3432G - PANTS DIAPERS SIZE-XL 16-22S,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
MILK & DIAPERS,3432 - PANTS DIAPERS,3432C - PANTS DIAPERS SIZE-M 18-22S,3432I - PANTS DIAPERS SIZE-XXL 18-22S,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
MILK & DIAPERS,3432 - PANTS DIAPERS,3432C - PANTS DIAPERS SIZE-M 18-22S,3432K - PANTS DIAPERS 5-10S,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
MILK & DIAPERS,3432 - PANTS DIAPERS,3432D - PANTS DIAPERS SIZE-M 24-38S,3432E - PANTS DIAPERS SIZE-L 18-22S,4,1.3333333333333333,1.2500000000000000,1.00000000000000000000
MILK & DIAPERS,3432 - PANTS DIAPERS,3432D - PANTS DIAPERS SIZE-M 24-38S,3432F - PANTS DIAPERS SIZE-L 24-32S,200,66.6666666666666667,1.2673267326732673,1.2623762376237624
MILK & DIAPERS,3432 - PANTS DIAPERS,3432D - PANTS DIAPERS SIZE-M 24-38S,3432G - PANTS DIAPERS SIZE-XL 16-22S,17,5.6666666666666667,1.2941176470588235,1.2352941176470588
MILK & DIAPERS,3432 - PANTS DIAPERS,3432D - PANTS DIAPERS SIZE-M 24-38S,3432H - PANTS DIAPERS SIZE-XL 24-32S,104,34.6666666666666667,1.2242990654205607,1.2803738317757009
MILK & DIAPERS,3432 - PANTS DIAPERS,3432D - PANTS DIAPERS SIZE-M 24-38S,3432I - PANTS DIAPERS SIZE-XXL 18-22S,22,7.3333333333333333,1.1363636363636364,1.2272727272727273
MILK & DIAPERS,3432 - PANTS DIAPERS,3432D - PANTS DIAPERS SIZE-M 24-38S,3432J - PANTS DIAPERS SIZE-XXL 24-30S,37,12.3333333333333333,1.2105263157894737,1.2631578947368421
MILK & DIAPERS,3432 - PANTS DIAPERS,3432D - PANTS DIAPERS SIZE-M 24-38S,3432K - PANTS DIAPERS 5-10S,13,4.3333333333333333,1.3076923076923077,1.00000000000000000000
MILK & DIAPERS,3432 - PANTS DIAPERS,3432D - PANTS DIAPERS SIZE-M 24-38S,3432L - PANTS DIAPERS 36-70S,11,3.6666666666666667,1.5833333333333333,1.3333333333333333
MILK & DIAPERS,3432 - PANTS DIAPERS,3432E - PANTS DIAPERS SIZE-L 18-22S,3432F - PANTS DIAPERS SIZE-L 24-32S,6,2.0000000000000000,1.00000000000000000000,1.00000000000000000000
MILK & DIAPERS,3432 - PANTS DIAPERS,3432E - PANTS DIAPERS SIZE-L 18-22S,3432G - PANTS DIAPERS SIZE-XL 16-22S,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
MILK & DIAPERS,3432 - PANTS DIAPERS,3432E - PANTS DIAPERS SIZE-L 18-22S,3432H - PANTS DIAPERS SIZE-XL 24-32S,2,0.66666666666666666667,1.00000000000000000000,1.5000000000000000
MILK & DIAPERS,3432 - PANTS DIAPERS,3432E - PANTS DIAPERS SIZE-L 18-22S,3432I - PANTS DIAPERS SIZE-XXL 18-22S,3,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
MILK & DIAPERS,3432 - PANTS DIAPERS,3432E - PANTS DIAPERS SIZE-L 18-22S,3432J - PANTS DIAPERS SIZE-XXL 24-30S,3,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
MILK & DIAPERS,3432 - PANTS DIAPERS,3432E - PANTS DIAPERS SIZE-L 18-22S,3432K - PANTS DIAPERS 5-10S,3,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
MILK & DIAPERS,3432 - PANTS DIAPERS,3432F - PANTS DIAPERS SIZE-L 24-32S,3432G - PANTS DIAPERS SIZE-XL 16-22S,49,16.3333333333333333,1.1020408163265306,1.1020408163265306
MILK & DIAPERS,3432 - PANTS DIAPERS,3432F - PANTS DIAPERS SIZE-L 24-32S,3432H - PANTS DIAPERS SIZE-XL 24-32S,179,59.6666666666666667,1.3670212765957447,1.2765957446808511
MILK & DIAPERS,3432 - PANTS DIAPERS,3432F - PANTS DIAPERS SIZE-L 24-32S,3432I - PANTS DIAPERS SIZE-XXL 18-22S,32,10.6666666666666667,1.2121212121212121,1.0606060606060606
MILK & DIAPERS,3432 - PANTS DIAPERS,3432F - PANTS DIAPERS SIZE-L 24-32S,3432J - PANTS DIAPERS SIZE-XXL 24-30S,57,19.0000000000000000,1.3508771929824561,1.2631578947368421
MILK & DIAPERS,3432 - PANTS DIAPERS,3432F - PANTS DIAPERS SIZE-L 24-32S,3432K - PANTS DIAPERS 5-10S,8,2.6666666666666667,1.00000000000000000000,1.00000000000000000000
MILK & DIAPERS,3432 - PANTS DIAPERS,3432F - PANTS DIAPERS SIZE-L 24-32S,3432L - PANTS DIAPERS 36-70S,18,6.0000000000000000,1.1111111111111111,1.3333333333333333
MILK & DIAPERS,3432 - PANTS DIAPERS,3432G - PANTS DIAPERS SIZE-XL 16-22S,3432H - PANTS DIAPERS SIZE-XL 24-32S,43,14.3333333333333333,1.1875000000000000,1.2916666666666667
MILK & DIAPERS,3432 - PANTS DIAPERS,3432G - PANTS DIAPERS SIZE-XL 16-22S,3432I - PANTS DIAPERS SIZE-XXL 18-22S,6,2.0000000000000000,1.00000000000000000000,1.00000000000000000000
MILK & DIAPERS,3432 - PANTS DIAPERS,3432G - PANTS DIAPERS SIZE-XL 16-22S,3432J - PANTS DIAPERS SIZE-XXL 24-30S,5,1.6666666666666667,1.2000000000000000,1.2000000000000000
MILK & DIAPERS,3432 - PANTS DIAPERS,3432G - PANTS DIAPERS SIZE-XL 16-22S,3432K - PANTS DIAPERS 5-10S,4,1.3333333333333333,1.5000000000000000,1.00000000000000000000
MILK & DIAPERS,3432 - PANTS DIAPERS,3432G - PANTS DIAPERS SIZE-XL 16-22S,3432L - PANTS DIAPERS 36-70S,2,0.66666666666666666667,2.5000000000000000,1.5000000000000000
MILK & DIAPERS,3432 - PANTS DIAPERS,3432H - PANTS DIAPERS SIZE-XL 24-32S,3432I - PANTS DIAPERS SIZE-XXL 18-22S,37,12.3333333333333333,1.5675675675675676,1.2432432432432432
MILK & DIAPERS,3432 - PANTS DIAPERS,3432H - PANTS DIAPERS SIZE-XL 24-32S,3432J - PANTS DIAPERS SIZE-XXL 24-30S,80,26.6666666666666667,1.8024691358024691,1.4444444444444444
MILK & DIAPERS,3432 - PANTS DIAPERS,3432H - PANTS DIAPERS SIZE-XL 24-32S,3432K - PANTS DIAPERS 5-10S,6,2.0000000000000000,1.1666666666666667,1.00000000000000000000
MILK & DIAPERS,3432 - PANTS DIAPERS,3432H - PANTS DIAPERS SIZE-XL 24-32S,3432L - PANTS DIAPERS 36-70S,13,4.3333333333333333,1.7692307692307692,1.4615384615384615
MILK & DIAPERS,3432 - PANTS DIAPERS,3432I - PANTS DIAPERS SIZE-XXL 18-22S,3432J - PANTS DIAPERS SIZE-XXL 24-30S,17,5.6666666666666667,1.3684210526315789,1.1052631578947368
MILK & DIAPERS,3432 - PANTS DIAPERS,3432I - PANTS DIAPERS SIZE-XXL 18-22S,3432K - PANTS DIAPERS 5-10S,2,0.66666666666666666667,1.5000000000000000,1.00000000000000000000
MILK & DIAPERS,3432 - PANTS DIAPERS,3432I - PANTS DIAPERS SIZE-XXL 18-22S,3432L - PANTS DIAPERS 36-70S,4,1.3333333333333333,1.00000000000000000000,1.2500000000000000
MILK & DIAPERS,3432 - PANTS DIAPERS,3432J - PANTS DIAPERS SIZE-XXL 24-30S,3432K - PANTS DIAPERS 5-10S,9,3.0000000000000000,1.00000000000000000000,1.00000000000000000000
MILK & DIAPERS,3432 - PANTS DIAPERS,3432J - PANTS DIAPERS SIZE-XXL 24-30S,3432L - PANTS DIAPERS 36-70S,7,2.3333333333333333,1.1428571428571429,1.1428571428571429
MILK & DIAPERS,3432 - PANTS DIAPERS,3432K - PANTS DIAPERS 5-10S,3432L - PANTS DIAPERS 36-70S,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,3515 - SHOES CLEANER,3515A - SHOES CLEANER PASTE,3515B - SHOES CLEANER LIQUID,2,0.66666666666666666667,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4224 - PARTY ACCESSORIES,4224A - PARTY ACCESSORIES ASSORT,4224B - PARTY ACCESSORIES,2,0.66666666666666666667,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,4311A - CAT FOODS WET,4311B - DOG FOODS,1,0.50000000000000000000,2.0000000000000000,1.5000000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,4311A - CAT FOODS WET,4311C - PET ACCESSORIES,12,4.0000000000000000,2.3000000000000000,1.00000000000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,4311A - CAT FOODS WET,4311E - CAT FOODS DRY,635,211.6666666666666667,1.9978284473398480,1.1194353963083605
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,4311A - CAT FOODS WET,4311F - CAT FOODS SNACK,123,41.0000000000000000,2.2227722772277228,1.3910891089108911
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,4311B - DOG FOODS,4311F - CAT FOODS SNACK,1,0.50000000000000000000,1.5000000000000000,2.0000000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,4311C - PET ACCESSORIES,4311E - CAT FOODS DRY,22,7.3333333333333333,1.00000000000000000000,1.2608695652173913
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,4311C - PET ACCESSORIES,4311F - CAT FOODS SNACK,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,4311E - CAT FOODS DRY,4311F - CAT FOODS SNACK,70,23.3333333333333333,1.0909090909090909,1.3181818181818182
MISC & STATIONARY,4513 - STATIONARY,4513A - STATIONARY ACCESSORIES,4513B - STATIONARY BALLPOINT,34,11.3333333333333333,1.0697674418604651,1.00000000000000000000
MISC & STATIONARY,4721 - CLEANING KIT,4721A - CLEANING KIT SPON,4721C - CLEANING KIT CAIR,23,7.6666666666666667,1.0909090909090909,1.0303030303030303
MISC & STATIONARY,4753 - MASK,4753A - NON SURGICAL MASK,4753B - SURGICAL MASK,73,24.3333333333333333,1.1954022988505747,1.1149425287356322
MISC & STATIONARY,4753 - MASK,4753A - NON SURGICAL MASK,4753C - REUSABLE MASK,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4753 - MASK,4753A - NON SURGICAL MASK,4753D - KIDS MASK,18,6.0000000000000000,1.2222222222222222,1.1666666666666667
MISC & STATIONARY,4753 - MASK,4753A - NON SURGICAL MASK,4753F - BOX MASK,1,0.50000000000000000000,2.0000000000000000,1.00000000000000000000
MISC & STATIONARY,4753 - MASK,4753B - SURGICAL MASK,4753C - REUSABLE MASK,4,1.3333333333333333,1.5000000000000000,1.00000000000000000000
MISC & STATIONARY,4753 - MASK,4753B - SURGICAL MASK,4753D - KIDS MASK,34,11.3333333333333333,1.0714285714285714,1.0952380952380952
MISC & STATIONARY,4753 - MASK,4753B - SURGICAL MASK,4753F - BOX MASK,4,1.3333333333333333,1.2500000000000000,1.00000000000000000000
MISC & STATIONARY,4753 - MASK,4753D - KIDS MASK,4753F - BOX MASK,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
NOODLE,1911 - INSTANT NOODLE BAG,1911A - INSTANT FRIED NOODLE 65-100G,1911B - INSTANT BOILED NOODLE 50-99G,20878,6959.3333333333333333,2.6173922276491824,2.2689743045232533
NOODLE,1911 - INSTANT NOODLE BAG,1911A - INSTANT FRIED NOODLE 65-100G,1911C - INSTANT BOILED NOODLE 100-190G,1,0.33333333333333333333,5.0000000000000000,1.00000000000000000000
NOODLE,1911 - INSTANT NOODLE BAG,1911A - INSTANT FRIED NOODLE 65-100G,1911D - PREMIUM INSTANT BOILED NOODLE,1492,497.3333333333333333,2.4562770562770563,1.3207792207792208
NOODLE,1911 - INSTANT NOODLE BAG,1911A - INSTANT FRIED NOODLE 65-100G,1911E - INSTANT NOODLE BANDED,1496,498.6666666666666667,3.0657036346691519,1.1043802423112768
NOODLE,1911 - INSTANT NOODLE BAG,1911A - INSTANT FRIED NOODLE 65-100G,1911F - INSTANT FRIED NOODLE >100G,4485,1495.0000000000000000,2.3889883000688231,1.9721954576737784
NOODLE,1911 - INSTANT NOODLE BAG,1911A - INSTANT FRIED NOODLE 65-100G,1911G - PREMIUM INSTANT FRIED NOODLE,1756,585.3333333333333333,2.3143063583815029,1.2984104046242775
NOODLE,1911 - INSTANT NOODLE BAG,1911B - INSTANT BOILED NOODLE 50-99G,1911C - INSTANT BOILED NOODLE 100-190G,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
NOODLE,1911 - INSTANT NOODLE BAG,1911B - INSTANT BOILED NOODLE 50-99G,1911D - PREMIUM INSTANT BOILED NOODLE,1803,601.0000000000000000,2.0900578353070779,1.2880749104929771
NOODLE,1911 - INSTANT NOODLE BAG,1911B - INSTANT BOILED NOODLE 50-99G,1911E - INSTANT NOODLE BANDED,2090,696.6666666666666667,2.8782134510516749,1.1132173461438587
NOODLE,1911 - INSTANT NOODLE BAG,1911B - INSTANT BOILED NOODLE 50-99G,1911F - INSTANT FRIED NOODLE >100G,6280,2093.3333333333333333,2.2890322580645161,2.1552941176470588
NOODLE,1911 - INSTANT NOODLE BAG,1911B - INSTANT BOILED NOODLE 50-99G,1911G - PREMIUM INSTANT FRIED NOODLE,1790,596.6666666666666667,2.0940000000000000,1.2814285714285714
NOODLE,1911 - INSTANT NOODLE BAG,1911C - INSTANT BOILED NOODLE 100-190G,1911D - PREMIUM INSTANT BOILED NOODLE,2,0.66666666666666666667,1.6666666666666667,2.0000000000000000
NOODLE,1911 - INSTANT NOODLE BAG,1911C - INSTANT BOILED NOODLE 100-190G,1911F - INSTANT FRIED NOODLE >100G,5,1.6666666666666667,1.4000000000000000,1.2000000000000000
NOODLE,1911 - INSTANT NOODLE BAG,1911D - PREMIUM INSTANT BOILED NOODLE,1911E - INSTANT NOODLE BANDED,190,63.3333333333333333,1.2933884297520661,1.0330578512396694
NOODLE,1911 - INSTANT NOODLE BAG,1911D - PREMIUM INSTANT BOILED NOODLE,1911F - INSTANT FRIED NOODLE >100G,641,213.6666666666666667,1.3203559510567297,1.9699666295884316
NOODLE,1911 - INSTANT NOODLE BAG,1911D - PREMIUM INSTANT BOILED NOODLE,1911G - PREMIUM INSTANT FRIED NOODLE,1063,354.3333333333333333,1.2625313283208020,1.2568922305764411
NOODLE,1911 - INSTANT NOODLE BAG,1911E - INSTANT NOODLE BANDED,1911F - INSTANT FRIED NOODLE >100G,523,174.3333333333333333,1.1154822335025381,2.4327411167512690
NOODLE,1911 - INSTANT NOODLE BAG,1911E - INSTANT NOODLE BANDED,1911G - PREMIUM INSTANT FRIED NOODLE,255,85.0000000000000000,1.0449101796407186,1.3323353293413174
NOODLE,1911 - INSTANT NOODLE BAG,1911F - INSTANT FRIED NOODLE >100G,1911G - PREMIUM INSTANT FRIED NOODLE,683,227.6666666666666667,1.9247743229689067,1.3099297893681043
NOODLE,1912 - INSTANT NOODLE CUP,1912A - INSTANT FRIED NOODLE CUP,1912B - INSTANT BOILED NOODLE CUP 35-75G,1653,551.0000000000000000,1.7100359594638771,1.6665576985943119
NOODLE,1912 - INSTANT NOODLE CUP,1912A - INSTANT FRIED NOODLE CUP,1912C - INSTANT BOILED NOODLE CUP 77-100G,464,154.6666666666666667,1.7179487179487179,1.4886039886039886
NOODLE,1912 - INSTANT NOODLE CUP,1912A - INSTANT FRIED NOODLE CUP,1912D - PREMIUM INSTANT NOODLE CUP,55,18.3333333333333333,1.2608695652173913,1.0869565217391304
NOODLE,1912 - INSTANT NOODLE CUP,1912B - INSTANT BOILED NOODLE CUP 35-75G,1912C - INSTANT BOILED NOODLE CUP 77-100G,889,296.3333333333333333,1.5315315315315315,1.4898648648648649
NOODLE,1912 - INSTANT NOODLE CUP,1912B - INSTANT BOILED NOODLE CUP 35-75G,1912D - PREMIUM INSTANT NOODLE CUP,106,35.3333333333333333,1.3965517241379310,1.0632183908045977
NOODLE,1912 - INSTANT NOODLE CUP,1912C - INSTANT BOILED NOODLE CUP 77-100G,1912D - PREMIUM INSTANT NOODLE CUP,29,9.6666666666666667,1.4523809523809524,1.0714285714285714
NOODLE,1914 - PREPARED NOODLE,1914A - EGG NOODLE,1914B - RICE NOODLE,81,27.0000000000000000,1.5925925925925926,1.2098765432098765
PERSONAL CARE,3211 - SHAMPOO,3211B - SHAMPOO 70-100ML,3211C - SHAMPOO 130-250ML,136,45.3333333333333333,1.0867052023121387,1.0751445086705202
PERSONAL CARE,3211 - SHAMPOO,3211B - SHAMPOO 70-100ML,3211D - SHAMPOO 270-450ML,27,9.0000000000000000,1.1000000000000000,1.1666666666666667
PERSONAL CARE,3211 - SHAMPOO,3211B - SHAMPOO 70-100ML,3211E - SHAMPOO 450-700ML,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
PERSONAL CARE,3211 - SHAMPOO,3211C - SHAMPOO 130-250ML,3211D - SHAMPOO 270-450ML,328,109.3333333333333333,1.3096774193548387,1.1720430107526882
PERSONAL CARE,3211 - SHAMPOO,3211C - SHAMPOO 130-250ML,3211E - SHAMPOO 450-700ML,7,2.3333333333333333,1.00000000000000000000,1.00000000000000000000
PERSONAL CARE,3211 - SHAMPOO,3211D - SHAMPOO 270-450ML,3211E - SHAMPOO 450-700ML,33,11.0000000000000000,1.00000000000000000000,1.0294117647058824
PERSONAL CARE,3213 - CONDITIONER,3213A - CONDITIONER LEAVE ON 30-70ML,3213B - CONDITIONER 70-100ML,59,19.6666666666666667,1.6811594202898551,1.3043478260869565
PERSONAL CARE,3213 - CONDITIONER,3213A - CONDITIONER LEAVE ON 30-70ML,3213C - CONDITIONER 135-250ML,51,17.0000000000000000,1.5384615384615385,1.4423076923076923
PERSONAL CARE,3213 - CONDITIONER,3213B - CONDITIONER 70-100ML,3213C - CONDITIONER 135-250ML,36,12.0000000000000000,1.0750000000000000,1.2500000000000000
PERSONAL CARE,3213 - CONDITIONER,3213B - CONDITIONER 70-100ML,3213D - CONDITIONER 260-500ML,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
PERSONAL CARE,3213 - CONDITIONER,3213C - CONDITIONER 135-250ML,3213D - CONDITIONER 260-500ML,1,0.50000000000000000000,1.00000000000000000000,2.0000000000000000
PERSONAL CARE,3215 - HAIR STYLING,3215A - HAIR STYLING CREAM,3215B - HAIR STYLING WAX,2,0.66666666666666666667,1.00000000000000000000,1.00000000000000000000
PERSONAL CARE,3215 - HAIR STYLING,3215A - HAIR STYLING CREAM,3215C - HAIR STYLING GEL,3,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
PERSONAL CARE,3215 - HAIR STYLING,3215A - HAIR STYLING CREAM,3215D - HAIR STYLING SPRAY,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
PERSONAL CARE,3216 - HAIR COLOUR,3216A - HAIR COLOUR POWDER,3216B - HAIR COLOUR PASTA,5,1.6666666666666667,1.2000000000000000,1.2000000000000000
PERSONAL CARE,3216 - HAIR COLOUR,3216B - HAIR COLOUR PASTA,3216C - HAIR COLOUR SHAMPOO,49,16.3333333333333333,1.3225806451612903,1.2258064516129032
PERSONAL CARE,3218 - HAIR VITAMIN,3218A - HAIR VITAMIN BLISTER,3218B - HAIR VITAMIN BOTTLE,53,17.6666666666666667,1.1111111111111111,1.0185185185185185
PERSONAL CARE,3221 - BAR SOAP,3221A - BEAUTY BAR SOAP,3221B - HEALTHY BAR SOAP,59,19.6666666666666667,1.3013698630136986,1.1780821917808219
PERSONAL CARE,3221 - BAR SOAP,3221A - BEAUTY BAR SOAP,3221D - BEAUTY BAR SOAP BANDED,69,23.0000000000000000,1.5053763440860215,1.0215053763440860
PERSONAL CARE,3221 - BAR SOAP,3221A - BEAUTY BAR SOAP,3221E - HEALTHY BAR SOAP BANDED,71,23.6666666666666667,1.3725490196078431,1.0098039215686275
PERSONAL CARE,3221 - BAR SOAP,3221B - HEALTHY BAR SOAP,3221D - BEAUTY BAR SOAP BANDED,28,9.3333333333333333,1.4827586206896552,1.0344827586206897
PERSONAL CARE,3221 - BAR SOAP,3221B - HEALTHY BAR SOAP,3221E - HEALTHY BAR SOAP BANDED,74,24.6666666666666667,1.4470588235294118,1.0235294117647059
PERSONAL CARE,3221 - BAR SOAP,3221D - BEAUTY BAR SOAP BANDED,3221E - HEALTHY BAR SOAP BANDED,137,45.6666666666666667,1.0756756756756757,1.0756756756756757
PERSONAL CARE,3222 - BEAUTY LIQUID SOAP,3222B - BEAUTY LIQUID SOAP BTL 100-250ML,3222D - BEAUTY LIQUID SOAP 300-600ML,61,20.3333333333333333,1.0441176470588235,1.0882352941176471
PERSONAL CARE,3222 - BEAUTY LIQUID SOAP,3222B - BEAUTY LIQUID SOAP BTL 100-250ML,3222E - BEAUTY LIQUID SOAP 700 - 1000ML,9,3.0000000000000000,1.2222222222222222,1.00000000000000000000
PERSONAL CARE,3222 - BEAUTY LIQUID SOAP,3222D - BEAUTY LIQUID SOAP 300-600ML,3222E - BEAUTY LIQUID SOAP 700 - 1000ML,91,30.3333333333333333,1.2812500000000000,1.2265625000000000
PERSONAL CARE,3222 - BEAUTY LIQUID SOAP,3222D - BEAUTY LIQUID SOAP 300-600ML,3222F - BEAUTY LIQUID SOAP PUMP,11,3.6666666666666667,1.3333333333333333,1.4166666666666667
PERSONAL CARE,3223 - HEALTHY LIQUID SOAP,3223B - HEALTHY LIQUID SOAP BTL 100-250ML,3223D - HEALTHY LIQUID SOAP 300-600ML,34,11.3333333333333333,1.0465116279069767,1.1162790697674419
PERSONAL CARE,3223 - HEALTHY LIQUID SOAP,3223B - HEALTHY LIQUID SOAP BTL 100-250ML,3223E - ANTISEPTIC LIQUID,4,1.3333333333333333,1.00000000000000000000,1.00000000000000000000
PERSONAL CARE,3223 - HEALTHY LIQUID SOAP,3223B - HEALTHY LIQUID SOAP BTL 100-250ML,3223F - HEALTHY LIQUID SOAP PUMP,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
PERSONAL CARE,3223 - HEALTHY LIQUID SOAP,3223B - HEALTHY LIQUID SOAP BTL 100-250ML,3223G - HEALTHY LIQUID SOAP 700 - 1000ML,11,3.6666666666666667,1.00000000000000000000,1.00000000000000000000
PERSONAL CARE,3223 - HEALTHY LIQUID SOAP,3223C - HEALTHY LIQUID SOAP REF 200-250ML,3223F - HEALTHY LIQUID SOAP PUMP,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
PERSONAL CARE,3223 - HEALTHY LIQUID SOAP,3223D - HEALTHY LIQUID SOAP 300-600ML,3223E - ANTISEPTIC LIQUID,36,12.0000000000000000,1.0769230769230769,1.00000000000000000000
PERSONAL CARE,3223 - HEALTHY LIQUID SOAP,3223D - HEALTHY LIQUID SOAP 300-600ML,3223F - HEALTHY LIQUID SOAP PUMP,13,4.3333333333333333,1.00000000000000000000,1.00000000000000000000
PERSONAL CARE,3223 - HEALTHY LIQUID SOAP,3223D - HEALTHY LIQUID SOAP 300-600ML,3223G - HEALTHY LIQUID SOAP 700 - 1000ML,153,51.0000000000000000,1.3058252427184466,1.2475728155339806
PERSONAL CARE,3223 - HEALTHY LIQUID SOAP,3223E - ANTISEPTIC LIQUID,3223G - HEALTHY LIQUID SOAP 700 - 1000ML,4,1.3333333333333333,1.00000000000000000000,1.2500000000000000
PERSONAL CARE,3223 - HEALTHY LIQUID SOAP,3223F - HEALTHY LIQUID SOAP PUMP,3223G - HEALTHY LIQUID SOAP 700 - 1000ML,10,3.3333333333333333,1.00000000000000000000,1.00000000000000000000
PERSONAL CARE,3225 - HAND SOAP,3225A - HAND SOAP BOTTLE,3225B - HAND SOAP REFFIL,33,11.0000000000000000,1.2432432432432432,1.9459459459459459
PERSONAL CARE,3231 - WOMEN DEO,3231A - WOMEN DEO ROLL ON,3231B - WOMEN DEO STICK,2,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
PERSONAL CARE,3231 - WOMEN DEO,3231A - WOMEN DEO ROLL ON,3231C - WOMEN DEO AEROSOL,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
PERSONAL CARE,3231 - WOMEN DEO,3231B - WOMEN DEO STICK,3231C - WOMEN DEO AEROSOL,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
PERSONAL CARE,3234 - WOMEN COLOGNE,3234A - WOMEN COLOGNE 50-100ML,3234B - WOMEN COLOGNE 120-200ML,8,2.6666666666666667,1.00000000000000000000,1.00000000000000000000
PERSONAL CARE,3241 - FACIAL WASH SOAP,3241A - FACIAL WASH SOAP WOMEN 20-60G,3241B - FACIAL WASH SOAP WOMEN 70-125G,76,25.3333333333333333,1.1411764705882353,1.2000000000000000
PERSONAL CARE,3241 - FACIAL WASH SOAP,3241A - FACIAL WASH SOAP WOMEN 20-60G,3241C - FACIAL WASH SOAP WOMEN 150-250G,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
PERSONAL CARE,3241 - FACIAL WASH SOAP,3241A - FACIAL WASH SOAP WOMEN 20-60G,3241D - FACIAL CLEANSER PAPER,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
PERSONAL CARE,3241 - FACIAL WASH SOAP,3241A - FACIAL WASH SOAP WOMEN 20-60G,3241E - FACIAL BAR SOAP,24,8.0000000000000000,1.0416666666666667,1.0416666666666667
PERSONAL CARE,3241 - FACIAL WASH SOAP,3241B - FACIAL WASH SOAP WOMEN 70-125G,3241C - FACIAL WASH SOAP WOMEN 150-250G,7,2.3333333333333333,1.1111111111111111,1.1111111111111111
PERSONAL CARE,3241 - FACIAL WASH SOAP,3241B - FACIAL WASH SOAP WOMEN 70-125G,3241D - FACIAL CLEANSER PAPER,8,2.6666666666666667,1.00000000000000000000,1.00000000000000000000
PERSONAL CARE,3241 - FACIAL WASH SOAP,3241B - FACIAL WASH SOAP WOMEN 70-125G,3241E - FACIAL BAR SOAP,69,23.0000000000000000,1.1142857142857143,1.1571428571428571
